monomer_ID,smiles,density,self-diffusion,Cp,bulk_modulus,linear_expansion,refractive_index,thermal_conductivity,polymer_class
PI572,*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,1.280732292,3.69e-13,2755.614625,4656445683.0,8.56e-05,1.642244096,0.212331447,9
PI573,*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,1.278256039,2.97e-13,2709.95394,4433086588.0,9.91e-05,1.642302226,0.211562934,9
PI574,*CCCCCC(=O)O*,1.05306867,1.39e-12,3664.212683,3361584703.0,0.000159583,1.457510231,0.249772695,9
PI576,*CCCOC(=O)c1ccc(C(=O)O*)cc1,1.225085012,5.29e-13,2883.062502,4339311755.0,8.39e-05,1.558926216,0.241216197,9
PI577,*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCC(=O)*,1.161102833,2.92e-13,2900.173274,4369909795.0,8.45e-05,1.591135441,0.265574997,9
PI578,*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,1.147470002,5.88e-13,3059.757829,3925917907.0,0.000111518,1.598825556,0.283829933,9
PI579,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,1.127920817,7.69e-13,3191.434545,3984606045.0,9.52e-05,1.58900094,0.286484859,9
PI580,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,1.112212656,5.85e-13,3171.292853,3609782640.0,0.00012194,1.556677713,0.290122557,9
PI581,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCC(*)=O)cc2)cc1,1.096091641,8.67e-13,3310.817047,3593886721.0,0.000110325,1.551926674,0.275167556,9
PI582,*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*)C,1.191900763,4.7e-13,2659.242755,3525567446.0,6.31e-05,1.675521174,0.362079429,9
PI583,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.295290371,2.65e-13,2431.724373,3870957741.0,7.93e-05,1.627999456,0.251101033,9
PI584,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,1.074880475,1.2e-12,3836.895283,2857168200.0,0.000222197,1.530770329,0.274021583,9
PI585,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,1.067563249,1.26e-12,3450.457002,2989076255.0,0.000158763,1.529435804,0.299849025,9
PI586,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,1.055075595,9.76e-13,3568.105647,3237726830.0,0.000162212,1.530134928,0.279614546,9
PI587,*CC1CCC(COC(=O)CCC(=O)O*)CC1,1.095695892,8.48e-13,3736.61136,3929595292.0,0.000128992,1.462062312,0.229884201,9
PI589,*OC(C)CC(*)=O,1.127753263,1.16e-12,3422.578085,2902530357.0,0.00019564,1.463490139,0.215459839,9
PI590,*OC(C)C(*)=O,1.143181088,6.62e-13,2974.963741,2559011352.0,0.000150544,1.444010493,0.210749746,9
PI591,*CC(C)(CCC)C(=O)O*,0.977575428,6.73e-13,3676.715396,2542986985.0,0.000129958,1.433882758,0.211231836,9
PI592,*OC(=O)c1ccc(cc1)c1ccc(cc1)C*,1.159458454,6.17e-13,2894.181766,3549503802.0,9.78e-05,1.657205338,0.272842323,9
PI593,*CC1CCC(COC(=O)CCCCCCCCC(=O)O*)CC1,1.015688244,8.55e-13,3676.393557,3743823671.0,0.000120185,1.460946306,0.262542365,9
PI594,*OC(=O)c1ccc(cc1)C(=O)NCCNC(=O)c1ccc(cc1)C(=O)OCCCCCCCCCC*,1.120724694,7.09e-13,3304.14116,3924977280.0,8.64e-05,1.556504477,0.259588395,9
PI596,*CCOC(=O)C1CCC(C(=O)O*)CC1,1.143004225,6.69e-13,3230.697874,4336905601.0,9.14e-05,1.453394512,0.235244695,9
PI597,*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCC*,1.216011342,4.44e-13,2785.113208,3851046061.0,8.58e-05,1.647309034,0.256386682,9
PI598,*OC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)OCCCCCC*,1.050883779,8.61e-13,3845.493464,3925504351.0,0.000138762,1.475150324,0.274848798,9
PI599,*CCCCCCOC(=O)CCCCCCCC(=O)O*,1.015595931,1.5e-12,3770.19546,3399000921.0,0.000148824,1.455784196,0.283677138,9
PI600,*CCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,1.134208413,5.85e-13,3151.205285,3253530141.0,0.000135019,1.603989202,0.280572663,9
PI602,*CC(C)(C)COC(=O)CCC(=O)O*,1.115437049,5.75e-13,3228.334373,3821820322.0,0.00011477,1.449878615,0.228303005,9
PI603,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)CCCCC(=O)*)(C)C,1.124186495,3.49e-13,3060.363416,4268758805.0,8.79e-05,1.555786384,0.248641039,9
PI604,*CCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1.146197488,5.59e-13,3097.983818,3880822902.0,7.99e-05,1.581702764,0.255211674,9
PI605,*CCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1.167601884,5.59e-13,3075.107536,3832895254.0,0.000107852,1.60470978,0.227057601,9
PI606,*CCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1.188931644,5.77e-13,2958.393724,3924547121.0,8.47e-05,1.616431259,0.224493248,9
PI607,*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1.218378703,5.89e-13,2922.510688,3975407949.0,9.81e-05,1.631092049,0.242269675,9
PI608,*CCCCNC(=O)CCCCC(=O)N*,1.083299251,4.13e-13,3561.590996,5258292714.0,7.2e-05,1.492604053,0.292070546,10
PI609,*NC(=O)CCCCC*,1.03275758,3.09e-13,3620.647816,4718982342.0,7.41e-05,1.487856956,0.291903519,10
PI610,*NC(=O)CCCCC(=O)NCCCCCC*,1.044116952,5.16e-13,3816.65677,4446220840.0,5.87e-05,1.486326166,0.307882451,10
PI611,*NC(=O)CCCCCCCCC(=O)NCCCCCC*,0.995086638,5.13e-13,3763.585585,4130526868.0,9.45e-05,1.483136558,0.308756347,10
PI612,*CCCCCCC(=O)N*,1.007716443,3.94e-13,3632.118023,4276059896.0,7.39e-05,1.487721396,0.310631867,10
PI613,*NC(=O)CCCCCCC*,0.982123104,4.48e-13,3762.931593,3932469346.0,7.14e-05,1.481335922,0.304778171,10
PI614,*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,0.968044043,1.93e-12,3971.054413,2974084428.0,0.000154269,-9999.0,0.269519554,10
PI615,*CCCCCCCCC(=O)N*,0.967908774,5.48e-13,3953.221712,3461984673.0,0.000120136,1.47658409,0.307321668,10
PI616,*CCCCCCCCCC(=O)N*,0.953326288,5.61e-13,3857.332471,3792490477.0,9.43e-05,1.473702932,0.30774671,10
PI617,*NC(=O)CCCCCCCCCC*,0.942641615,5.76e-13,3967.06167,3499989337.0,9.69e-05,1.474487608,0.318229487,10
PI618,*CCCCCCCCCCCC(=O)N*,0.934153202,8.42e-13,4134.408973,3294066148.0,0.000118889,1.472960213,0.324815751,10
PI619,*CCCCCCCCCCCCC(=O)N*,0.930849554,6.75e-13,4050.25078,3551872547.0,0.000115213,1.475085325,0.341259433,10
PI620,*NC(=O)c1ccc(cc1)CC(=O)NCCCCCC*,1.107782256,2.67e-13,3340.592667,4408889295.0,7.94e-05,1.528672565,0.282521025,10
PI621,*NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,1.197547175,3.54e-13,2846.444392,4117076696.0,6.43e-05,1.706271678,0.351335092,10
PI622,*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,1.109504305,3.09e-13,3275.179719,4368675598.0,6.32e-05,1.548539802,0.261246475,10
PI623,*NC(=O)c1ccc(cc1)CC(=O)NCCC*,1.176155999,2.34e-13,3092.746602,5073582797.0,6.84e-05,1.564005543,0.265458671,10
PI624,*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,1.024946752,3.95e-13,3761.481618,4031688613.0,4.04e-05,1.477000143,0.236903048,10
PI625,*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,1.139825525,2.99e-13,3228.160941,5139044264.0,8.52e-05,1.539207835,0.254557959,10
PI626,*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,1.255555241,2.94e-13,2772.204537,5053810718.0,6.39e-05,1.688999474,0.472805266,10
PI627,*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,1.209706739,2.34e-13,2761.084568,4885434561.0,2.11e-05,1.726644439,0.576386159,10
PI628,*NC(=O)c1ccc(cc1)C(=O)NCCCCCC*,1.117494398,4.11e-13,3362.810078,3912692816.0,0.000112383,1.560033727,0.293312511,10
PI629,*CCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,1.067236111,4.55e-13,3458.481707,4127442738.0,9.07e-05,1.54453047,0.305511131,10
PI630,*S(=O)(=O)c1ccc(cc1)NC(=O)CCCCC(=O)Nc1ccc(cc1)*,1.254164268,3.44e-13,2926.808391,4590004270.0,0.000104774,1.624648042,0.241731039,10
PI631,*NC(=O)C*,1.369447371,3.11e-13,3004.291385,7351667523.0,5.17e-05,1.579752113,0.375345394,10
PI632,*NC(CCC(=O)OC)C(*)=O,1.214403667,3.35e-13,2953.883217,4812664259.0,8.44e-05,1.48124853,0.256652184,10
PI633,*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,1.068360477,6.76e-13,3923.932437,4354829662.0,0.000127568,1.498163027,0.32743928,10
PI634,*CCCC(=O)N*,1.127730068,2.62e-13,3313.798257,5463803474.0,6.87e-05,1.512029532,0.294452199,10
PI635,*CCCCNC(=O)CCCCCCC(=O)N*,1.039221522,3.86e-13,3705.083727,4645767478.0,9.02e-05,1.483415999,0.295312596,10
PI636,*CCCCNC(=O)CCCCCCCCC(=O)N*,1.014070913,4.3e-13,3779.283539,3865180353.0,0.00011558,1.481953032,0.301718016,10
PI637,*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,0.985499697,5.33e-13,3887.292355,4032767157.0,0.000114606,1.473117377,0.299843971,10
PI638,*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,0.938539349,6.96e-13,4067.258827,3402255895.0,0.000118747,1.455835976,0.304591986,10
PI639,*NC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)NCCCCCC*,1.119969092,3.31e-13,3177.963716,4272452519.0,8.69e-05,1.62520733,0.289397059,10
PI640,*NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)NCCCCCC*)(C)C,1.067141423,3.51e-13,3331.780503,3560063092.0,0.000101857,1.567150219,0.257140127,10
PI641,*CCCCCCCCCCC(=O)N(*)C,0.943846152,1.11e-12,4157.976237,3237013155.0,0.000139082,1.479053358,0.308782805,10
PI642,*N(C(=O)CCCCC(=O)NCCCCCC*)C,1.018037716,1.59e-12,3791.29556,3347708200.0,0.000141184,-9999.0,0.259093819,10
PI643,*N(C(=O)CCCCC(=O)N(CCCCCC*)C)C,1.018654286,9.71e-13,4148.897668,3953817221.0,0.00014399,1.471648085,0.281252179,10
PI644,*N1C(CCC1)C(=O)*,1.145243929,5.18e-13,3156.472806,3162749555.0,0.000110528,1.515330739,0.222937579,10
PI645,*NC(C(=O)*)CCC(=O)OCc1ccccc1,1.183555324,1.02e-12,3363.7712,3491241872.0,0.000181726,1.535216231,0.218660431,10
PI646,*NC(C(=O)*)C,1.157414618,2.27e-13,3134.716497,4204781604.0,8.74e-05,1.509395552,0.252148669,10
PI648,*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,0.965050795,4.49e-13,3864.898379,3961435611.0,9.64e-05,1.477476003,0.31314051,10
PI649,*NC(CCC(=O)OCCCCC)C(*)=O,1.07025453,7.29e-13,3440.539219,3529685517.0,0.000110242,1.462076202,0.259084812,10
PI651,*NC(CCC(=O)OCCCCCC)C(*)=O,1.044189532,1.16e-12,3846.315939,2611252158.0,0.000200811,1.458119233,0.271224405,10
PI652,*NC(CCC(=O)OCC)C(*)=O,1.16338802,4.53e-13,3135.602431,3817869908.0,0.000106429,1.473742835,0.256531849,10
PI653,*NC(CCC(=O)OCCC)C(*)=O,1.127131081,4.5e-13,3265.188478,3673446029.0,0.000124634,1.468416983,0.251335537,10
PI654,*N(C(=O)c1ccc(cc1)C(=O)N(CCCC*)C)C,1.101612309,5.9e-13,3298.824925,3748954790.0,9.58e-05,1.550012714,0.243271486,10
PI655,*CCCCCCNC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)N*)cc32)cc1,1.041144622,3.34e-13,3362.904989,3116026680.0,8.64e-05,1.54337034,0.232150722,10
PI656,*OC(=O)NCCCCC*,1.101397289,3.59e-13,3368.811251,4372056774.0,9.07e-05,1.478104255,0.315674518,11
PI657,*OC(=O)NCCCCCCNC(=O)OCCCC*,1.107872925,4.99e-13,3363.988477,4561566223.0,8.99e-05,1.465010055,0.309061654,11
PI658,*OC(=O)NCC(C(C(C(CNC(=O)OCCCC*)(F)F)(F)F)(F)F)(F)F,1.482697952,5.94e-13,2468.149841,4116006600.0,0.000115409,1.397768531,0.192064224,11
PI659,*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCCCCCC*,1.151383671,3.93e-13,3095.909958,4174658298.0,9.48e-05,1.588882512,0.281163344,11
PI660,*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCc1cc(ccc1)C*,1.201795395,4.98e-13,2956.956946,3818433207.0,9.44e-05,1.632160671,0.252292339,11
PI661,*OC(=O)Nc1ccc(cc1)NC(=O)OCC*,1.317378403,4.24e-13,2921.538799,4114899277.0,6.82e-05,1.60460324,0.296677392,11
PI662,*OC(=O)Nc1cc(ccc1)NC(=O)OCC*,1.331542248,3.36e-13,2932.982283,4614221924.0,9.63e-05,1.604501407,0.261495011,11
PI663,*OC(=O)Nc1ccc(cc1)NC(=O)OCCCCCC*,1.184271643,4.42e-13,3163.442855,4211757709.0,0.000104171,1.562127565,0.321009139,11
PI664,*OC(=O)Nc1ccc(cc1)c1ccc(cc1)NC(=O)OCC*,1.262967845,4.74e-13,2997.684779,4362339056.0,9.27e-05,1.672712189,0.321865027,11
PI665,*OC(=O)Nc1c2c(ccc1)c(ccc2)NC(=O)OCC*,1.279596762,3.8e-13,2795.468901,3964238224.0,9.24e-05,1.642324349,0.255175643,11
PI666,*NC(=O)NCCCCCC*,1.028709227,3.87e-13,3600.557359,3762855121.0,6.29e-05,1.478166117,0.325494009,12
PI667,*NC(=O)NCc1ccc(cc1)CNC(=O)NCCCCCC*,1.118167941,4.38e-13,3458.721244,4235434672.0,8.82e-05,1.546897204,0.292985918,12
PI668,*NC(=O)NCCCCCCNC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,1.122795344,5.19e-13,3312.505092,3871789651.0,6.79e-05,1.578688388,0.291631414,12
PI669,*NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,1.15509391,4.28e-13,2939.883567,3823413955.0,6.57e-05,1.635532522,0.347852967,12
PI670,*C(CCCCNC(=O)NCCCCCCNC(=O)N*)C(=O)OC,1.099894242,5.04e-13,3762.570935,3954283445.0,9.72e-05,1.472907053,0.302361161,12
PI671,*c1ccc(Oc2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)cc1,1.286371335,1.61e-13,2357.151644,3968029117.0,4.43e-05,1.664290328,0.42519848,13
PI672,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)cc2)cc1,1.27413335,2.39e-13,2488.281272,3947028609.0,6.24e-05,1.675458317,0.343936522,13
PI673,*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,1.298210162,2.34e-13,2513.485718,4583672859.0,6.67e-05,1.687049612,0.351158377,13
PI674,*c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.292784022,2.1e-13,2276.640615,3792338911.0,6.65e-05,1.689416276,0.277607792,13
PI675,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CCCCCCCCC*,1.170652605,5.52e-13,3245.392889,4226945961.0,9.15e-05,1.553607174,0.291014208,13
PI676,*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc2Cc3c(c2cc1)ccc(c3)*,1.214836732,2.17e-14,2402.511755,3379435268.0,3.51e-05,1.660387226,-9999.0,13
PI677,*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.269137831,7.02e-14,2405.546968,4384654190.0,5.9e-05,1.683667475,0.318102166,13
PI678,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)NC(=O)*)cc1,1.292534878,1.01e-13,2382.935754,4499262155.0,5.09e-05,1.691501634,0.302433401,13
PI679,*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(*)(F)F)cc5C4=O)cc3)cc1)C2=O,1.327992966,2.59e-13,2277.547361,3434229050.0,6.2e-05,1.59286088,0.201372992,13
PI680,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(C(*)(F)F)(F)F)(F)F)cc1,1.358626774,4.2e-13,2344.495558,3287199329.0,9.41e-05,1.603327933,0.221414687,13
PI681,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)NC(=O)*)cc1,1.279176196,1.13e-13,2418.974272,4149467996.0,5.94e-05,1.689713991,0.288809096,13
PI683,*c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2)cc1,1.11034621,5.84e-13,2574.211483,2729036908.0,3.56e-05,1.63449035,-9999.0,13
PI684,*c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,1.13806991,4.17e-14,2595.277616,3496222443.0,5.44e-05,1.587734349,0.315176584,13
PI685,*c1ccc(N2C(=O)c3cc4C(=O)N(*)C(=O)c4cc3C2=O)cc1,1.266168237,9.89e-14,2312.28129,3625074615.0,4.49e-05,1.614856638,-9999.0,13
PI686,*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.18724436,1.92e-13,2435.327707,2829549138.0,7.16e-05,1.63587423,-9999.0,13
PI687,*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,1.085667358,4.83e-13,2590.482971,1981828342.0,4.52e-05,1.572486535,0.581158989,13
PI688,*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(OC)c2)cc1OC,1.102881086,5.28e-13,2565.697774,2051675321.0,5.88e-05,1.550618677,0.515087068,13
PI689,*c1cccc(N2C(=O)c3cc4C(=O)N(*)C(=O)c4cc3C2=O)c1,1.294253824,3.47e-13,2311.006558,3617451928.0,5.33e-05,1.631966433,0.335322506,13
PI690,*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1,1.159593797,4.58e-14,2450.238768,3094514588.0,5.27e-05,1.552922196,0.618759937,13
PI691,*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1C,1.169276438,1.66e-13,2408.61923,2462185424.0,5.95e-05,1.558545508,0.347931798,13
PI692,*c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1C,0.999149898,7.06e-14,2588.391733,2080841198.0,4.95e-05,1.480111967,0.514344047,13
PI694,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)c2)cc1,1.299910742,3.01e-13,2529.948592,4126793451.0,8.84e-05,1.691269046,0.289920789,13
PI695,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,1.236301542,1.23e-13,2535.345995,3765384995.0,5.03e-05,1.697648253,0.419114901,13
PI696,*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)c4)cc3)cc2)c1,1.296610121,3.75e-13,2447.780572,3678945229.0,9.1e-05,1.640366203,0.218423483,13
PI697,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.308564776,2.81e-13,2277.835106,3256649641.0,5.68e-05,1.596235937,0.219568135,13
PI698,*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6cc7C(=O)N(*)C(=O)c7cc6C5=O)cc4)cc3)cc2)cc1,1.199178113,2.56e-13,2661.081306,4119013756.0,6.64e-05,1.646527408,0.291997587,13
PI699,*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.246919536,2.31e-13,2511.967277,3813634384.0,3.88e-05,1.696315759,0.349285387,13
PI700,*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.225730173,4.34e-13,2522.024354,3138984279.0,4.9e-05,1.668632271,0.246678175,13
PI701,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)*)cc1,1.250402987,8.81e-14,2397.878547,3829482425.0,5.87e-05,1.71551624,0.266032562,13
PI702,*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.211868653,6.04e-14,2575.361816,4076180886.0,5.27e-05,1.684191569,0.310513378,13
PI703,*c1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)ccc1-2,1.225343754,8.44e-14,2514.564372,3964064361.0,4.87e-05,1.718093997,0.460950768,13
PI704,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,1.230326659,1.93e-13,2511.971824,3948933876.0,5.06e-05,1.717987047,0.509455585,13
PI705,*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,1.270230048,2.38e-13,2492.770789,3307410034.0,4.32e-05,1.692657247,0.481624413,13
PI706,*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,1.239575297,8.08e-14,2474.048081,3489332712.0,6.38e-05,1.671368206,0.328084105,13
PI707,*c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,1.184934256,4.43e-13,2517.624035,2764956475.0,7.53e-05,1.631810841,0.275354427,13
PI708,*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c1,1.175877728,2.98e-13,2560.718714,3471301284.0,5.96e-05,1.626305608,0.374689314,13
PI709,*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,1.15533487,2.39e-13,2509.715934,2669023856.0,4.82e-05,1.612638363,0.301425488,13
PI710,*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,1.130906275,3.34e-13,2640.35097,2529685499.0,6.73e-05,1.644640772,0.46287727,13
PI711,*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OC)c2)cc1OC,1.132406041,3.78e-13,2587.000183,2562772081.0,6.63e-05,1.612780428,0.401240453,13
PI712,*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,1.18947831,4.34e-13,2556.54508,3007084942.0,3.78e-05,1.730378697,0.51076025,13
PI713,*c1cccc2c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,1.148099012,3.55e-13,2478.561662,1916161057.0,0.000131623,1.624298845,0.315217824,13
PI714,*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,1.128546241,1.95e-13,2673.882565,3197865271.0,6.49e-05,1.622787034,0.279064652,13
PI715,*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)nc1,1.260613162,2.22e-13,2388.35861,3452359808.0,5.93e-05,1.666513139,0.482912726,13
PI716,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,1.208662152,2.39e-13,2584.277412,3784292770.0,6.03e-05,1.709310385,0.339042351,13
PI717,*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,1.185849635,3.95e-13,2734.443642,3555651815.0,6.21e-05,1.667246409,0.317184763,13
PI718,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.276047621,1.28e-13,2352.648244,3560372194.0,5.45e-05,1.611969639,0.230715582,13
PI719,*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)c4)cc3)cc2)c1,1.27232919,2e-13,2443.797419,3976889369.0,6.37e-05,1.685897412,0.227124785,13
PI720,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)CCCCCC*)cc1,1.227589336,2.74e-13,2711.11393,4418823961.0,5.97e-05,1.596058125,0.218711009,13
PI721,*c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,1.284415042,2.56e-13,2444.377374,3813225363.0,6.12e-05,1.662539778,0.341065511,13
PI722,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,1.23593461,1.79e-13,2473.33359,3294359530.0,5.14e-05,1.693358502,0.314812658,13
